id,gender,masterCategory,subCategory,articleType,baseColour,usage
53089,Women,Accessories,Jewellery,Necklace and Chains,Silver,Casual
44802,Women,Apparel,Topwear,Tshirts,Yellow,Casual
57429,Women,Apparel,Topwear,Tshirts,Blue,Casual
38584,Men,Apparel,Topwear,Tshirts,Green,Casual
11832,Men,Footwear,Shoes,Casual Shoes,Grey,Casual
59781,Women,Accessories,Jewellery,Bracelet,Gold,Casual
5917,Women,Footwear,Shoes,Casual Shoes,Silver,Casual
39664,Men,Footwear,Shoes,Casual Shoes,White,Casual
22822,Men,Footwear,Shoes,Casual Shoes,Green,Casual
49513,Men,Accessories,Watches,Watches,Silver,Casual
19263,Women,Accessories,Watches,Watches,White,Casual
13759,Men,Apparel,Topwear,Shirts,Purple,Formal
43815,Women,Accessories,Jewellery,Earrings,Gold,Ethnic
28524,Men,Apparel,Topwear,Tshirts,Red,Casual
9520,Men,Apparel,Topwear,Shirts,Purple,Formal
17903,Women,Apparel,Bottomwear,Track Pants,Grey,Sports
48607,Women,Accessories,Jewellery,Earrings,Silver,Casual
6568,Men,Apparel,Topwear,Tshirts,Black,Sports
24913,Boys,Apparel,Topwear,Tshirts,Red,Casual
58495,Women,Apparel,Topwear,Tops,White,Casual
59547,Women,Accessories,Jewellery,Earrings,Silver,Casual
45118,Men,Accessories,Watches,Watches,Black,Casual
45924,Women,Accessories,Watches,Watches,Blue,Casual
59775,Women,Accessories,Jewellery,Bracelet,Gold,Casual
38742,Unisex,Accessories,Bags,Waist Pouch,Black,Casual
10128,Men,Footwear,Shoes,Formal Shoes,Black,Formal
4831,Men,Apparel,Bottomwear,Track Pants,Black,Sports
32278,Men,Footwear,Shoes,Sports Shoes,Black,Sports
3228,Women,Footwear,Shoes,Casual Shoes,Black,Casual
19297,Women,Accessories,Watches,Watches,White,Casual
27598,Men,Apparel,Bottomwear,Trousers,Grey,Casual
9712,Men,Apparel,Topwear,Shirts,White,Casual
23904,Men,Footwear,Shoes,Casual Shoes,White,Casual
48435,Men,Apparel,Topwear,Tshirts,Grey Melange,Casual
42933,Unisex,Accessories,Bags,Handbags,Blue,Casual
29402,Men,Apparel,Bottomwear,Trousers,Black,Formal
51518,Men,Accessories,Watches,Watches,Black,Casual
7688,Men,Apparel,Bottomwear,Shorts,Grey,Sports
54856,Women,Accessories,Jewellery,Necklace and Chains,Pink,Casual
23138,Men,Apparel,Topwear,Sweatshirts,Blue,Casual
4469,Men,Footwear,Shoes,Sports Shoes,Navy Blue,Sports
1927,Unisex,Accessories,Bags,Backpacks,Navy Blue,Sports
38326,Girls,Apparel,Topwear,Tops,Pink,Casual
18721,Women,Apparel,Topwear,Tops,Pink,Casual
51940,Women,Accessories,Bags,Handbags,Brown,Casual
31099,Boys,Apparel,Topwear,Shirts,Blue,Casual
17769,Men,Footwear,Shoes,Casual Shoes,Brown,Casual
26812,Men,Apparel,Topwear,Shirts,Yellow,Formal
35439,Boys,Apparel,Topwear,Shirts,Black,Casual
9144,Women,Apparel,Bottomwear,Jeans,Blue,Casual
6930,Men,Apparel,Topwear,Tshirts,Blue,Casual
12029,Men,Apparel,Topwear,Shirts,Grey,Formal
8096,Men,Accessories,Watches,Watches,Brown,Casual
28386,Men,Accessories,Eyewear,Sunglasses,Black,Casual
29254,Men,Footwear,Shoes,Sports Shoes,Black,Sports
16489,Men,Apparel,Topwear,Tshirts,Green,Casual
59123,Men,Apparel,Topwear,Jackets,Black,Casual
56957,Women,Footwear,Shoes,Flats,Black,Casual
5789,Women,Apparel,Bottomwear,Shorts,White,Casual
37960,Women,Footwear,Shoes,Heels,Black,Casual
5109,Women,Apparel,Topwear,Tops,Black,Casual
39646,Men,Footwear,Shoes,Casual Shoes,Black,Casual
25219,Women,Accessories,Bags,Handbags,Pink,Casual
5935,Women,Apparel,Topwear,Tshirts,Red,Casual
38794,Men,Apparel,Topwear,Tshirts,Red,Casual
19241,Men,Apparel,Topwear,Jackets,Black,Casual
8616,Unisex,Accessories,Eyewear,Sunglasses,Brown,Casual
22800,Men,Apparel,Topwear,Shirts,Blue,Casual
28506,Men,Apparel,Bottomwear,Shorts,Black,Sports
43837,Women,Accessories,Jewellery,Earrings,Gold,Ethnic
54880,Women,Accessories,Jewellery,Necklace and Chains,Turquoise Blue,Casual
34159,Girls,Apparel,Topwear,Tops,White,Casual
46579,Women,Accessories,Watches,Watches,Steel,Casual
16209,Men,Apparel,Topwear,Tshirts,Grey,Casual
13549,Women,Footwear,Shoes,Casual Shoes,Grey,Casual
43239,Men,Footwear,Shoes,Sports Shoes,White,Sports
16807,Men,Apparel,Topwear,Shirts,Blue,Casual
31619,Men,Apparel,Topwear,Shirts,Maroon,Formal
2922,Men,Apparel,Topwear,Tshirts,White,Casual
52179,Women,Accessories,Jewellery,Earrings,White,Casual
33972,Women,Apparel,Topwear,Shirts,Blue,Casual
53897,Women,Accessories,Bags,Handbags,Brown,Casual
8040,Men,Apparel,Topwear,Tshirts,White,Sports
7834,Men,Apparel,Topwear,Tshirts,Grey,Casual
51398,Men,Apparel,Bottomwear,Shorts,White,Casual
29282,Men,Apparel,Topwear,Shirts,Green,Casual
7008,Men,Apparel,Topwear,Tshirts,Green,Casual
13911,Men,Footwear,Shoes,Sports Shoes,Black,Sports
28350,Men,Accessories,Eyewear,Sunglasses,Black,Casual
58027,Women,Accessories,Jewellery,Earrings,Silver,Casual
14308,Men,Apparel,Topwear,Jackets,Black,Casual
57853,Women,Footwear,Shoes,Heels,Green,Casual
36058,Unisex,Accessories,Bags,Messenger Bag,Blue,Casual
56981,Women,Footwear,Shoes,Flats,Gold,Casual
20901,Women,Footwear,Shoes,Flats,Brown,Casual
39010,Girls,Apparel,Topwear,Tops,Pink,Casual
33718,Women,Apparel,Bottomwear,Jeggings,Pink,Casual
39222,Women,Apparel,Topwear,Tops,Black,Casual
11448,Women,Apparel,Topwear,Tops,Pink,Casual
19625,Women,Apparel,Topwear,Tops,Red,Casual
8272,Men,Apparel,Topwear,Tshirts,Navy Blue,Casual
2748,Men,Apparel,Topwear,Tshirts,Grey,Casual
22458,Women,Apparel,Bottomwear,Leggings,Pink,Casual
28162,Men,Accessories,Eyewear,Sunglasses,Copper,Casual
27916,Women,Apparel,Bottomwear,Trousers,Grey,Formal
31289,Men,Apparel,Topwear,Tshirts,White,Casual
18531,Boys,Accessories,Watches,Watches,Orange,Casual
6912,Women,Footwear,Shoes,Flats,Black,Casual
48241,Boys,Apparel,Topwear,Tshirts,Cream,Casual
9166,Men,Apparel,Bottomwear,Jeans,Blue,Casual
8888,Men,Apparel,Topwear,Shirts,Pink,Formal
29276,Women,Apparel,Topwear,Tops,Blue,Casual
12837,Women,Apparel,Dress,Dresses,Pink,Casual
47209,Men,Footwear,Shoes,Formal Shoes,Black,Formal
17579,Men,Apparel,Bottomwear,Trousers,Grey,Casual
56975,Women,Footwear,Shoes,Flats,Black,Casual
4679,Men,Accessories,Bags,Backpacks,Black,Sports
38136,Unisex,Accessories,Bags,Backpacks,Blue,Casual
1905,Men,Apparel,Topwear,Tshirts,Blue,Casual
53609,Men,Accessories,Watches,Watches,Black,Casual
12239,Men,Apparel,Topwear,Shirts,Black,Formal
29878,Men,Accessories,Eyewear,Sunglasses,Green,Casual
48073,Men,Apparel,Topwear,Tshirts,Grey,Casual
30169,Men,Accessories,Watches,Watches,White,Casual
29044,Men,Apparel,Topwear,Tshirts,Grey,Casual
28196,Men,Accessories,Eyewear,Sunglasses,Black,Casual
30955,Women,Apparel,Topwear,Tops,Charcoal,Ethnic
15478,Women,Apparel,Topwear,Tshirts,White,Casual
59757,Women,Footwear,Shoes,Heels,Black,Casual
37728,Men,Apparel,Topwear,Shirts,Green,Casual
4813,Men,Apparel,Topwear,Tshirts,Black,Sports
38760,Unisex,Accessories,Bags,Backpacks,Black,Casual
48417,Men,Apparel,Topwear,Tshirts,Purple,Casual
23926,Men,Footwear,Shoes,Sports Shoes,Grey,Sports
9730,Men,Apparel,Topwear,Shirts,Navy Blue,Casual
26468,Men,Apparel,Topwear,Tshirts,White,Casual
54874,Women,Accessories,Jewellery,Necklace and Chains,Gold,Casual
6778,Men,Apparel,Topwear,Tshirts,Blue,Casual
29420,Men,Accessories,Watches,Watches,White,Casual
48625,Women,Accessories,Jewellery,Earrings,Silver,Casual
9502,Men,Apparel,Topwear,Shirts,Red,Formal
17921,Men,Apparel,Topwear,Tshirts,Blue,Sports
18969,Men,Apparel,Topwear,Sweaters,Blue,Casual
3804,Men,Footwear,Shoes,Casual Shoes,White,Casual
51708,Unisex,Accessories,Eyewear,Sunglasses,Brown,Casual
29612,Men,Apparel,Topwear,Shirts,Blue,Casual
7498,Women,Apparel,Topwear,Tshirts,Purple,Sports
32854,Women,Footwear,Shoes,Heels,Black,Casual
14798,Women,Accessories,Bags,Handbags,Brown,Casual
33986,Women,Apparel,Topwear,Shirts,Beige,Casual
45906,Men,Accessories,Watches,Watches,Black,Casual
40448,Men,Footwear,Shoes,Casual Shoes,Brown,Casual
10338,Men,Apparel,Topwear,Tshirts,White,Casual
13320,Men,Apparel,Topwear,Shirts,Pink,Casual
46122,Women,Accessories,Jewellery,Necklace and Chains,Silver,Ethnic
7205,Women,Apparel,Topwear,Tops,Black,Casual
22467,Men,Apparel,Topwear,Shirts,Olive,Casual
49956,Men,Apparel,Bottomwear,Shorts,Black,Casual
17780,Men,Accessories,Ties,Ties,Navy Blue,Formal
27929,Women,Apparel,Bottomwear,Trousers,Brown,Casual
44675,Women,Apparel,Topwear,Shirts,Yellow,Casual
20330,Men,Apparel,Topwear,Tshirts,Pink,Casual
14105,Men,Apparel,Topwear,Tshirts,Blue,Casual
4480,Unisex,Footwear,Shoes,Sports Shoes,Black,Sports
57262,Women,Accessories,Bags,Handbags,Red,Casual
14939,Men,Apparel,Bottomwear,Shorts,Beige,Casual
41307,Girls,Apparel,Topwear,Tops,Black,Casual
25642,Men,Accessories,Watches,Watches,Black,Casual
58018,Women,Accessories,Jewellery,Earrings,Silver,Casual
14337,Men,Footwear,Shoes,Casual Shoes,White,Casual
5760,Women,Apparel,Topwear,Tops,Black,Casual
36067,Unisex,Accessories,Bags,Handbags,Green,Casual
45595,Men,Footwear,Shoes,Formal Shoes,Brown,Formal
52522,Women,Apparel,Bottomwear,Jeans,Blue,Casual
33515,Women,Footwear,Shoes,Heels,Tan,Casual
57050,Women,Apparel,Dress,Dresses,White,Casual
10797,Men,Apparel,Topwear,Shirts,White,Casual
11645,Men,Accessories,Watches,Watches,Black,Casual
25470,Men,Footwear,Shoes,Sports Shoes,Black,Sports
31242,Men,Apparel,Topwear,Tshirts,White,Casual
3497,Women,Footwear,Shoes,Casual Shoes,Blue,Casual
19428,Men,Apparel,Topwear,Shirts,Red,Casual
13112,Men,Apparel,Bottomwear,Shorts,Black,Sports
43662,Women,Apparel,Topwear,Tops,Purple,Casual
22655,Unisex,Accessories,Bags,Handbags,Grey,Casual
16460,Men,Apparel,Topwear,Shirts,Blue,Casual
8843,Men,Apparel,Bottomwear,Trousers,Beige,Casual
46310,Men,Accessories,Watches,Watches,Black,Casual
7037,Men,Footwear,Shoes,Casual Shoes,Black,Casual
9991,Men,Apparel,Topwear,Tshirts,Blue,Sports
23787,Women,Accessories,Eyewear,Sunglasses,Purple,Casual
52146,Women,Apparel,Topwear,Tshirts,Lavender,Casual
15681,Men,Apparel,Bottomwear,Trousers,Khaki,Casual
20566,Women,Accessories,Bags,Handbags,Purple,Casual
14753,Men,Apparel,Topwear,Shirts,White,Formal
53094,Women,Accessories,Jewellery,Earrings,Silver,Ethnic
11221,Men,Accessories,Watches,Watches,Steel,Casual
41551,Men,Footwear,Shoes,Casual Shoes,Coffee Brown,Casual
40483,Women,Footwear,Shoes,Sports Shoes,Pink,Sports
33171,Women,Apparel,Topwear,Tops,Purple,Casual
38599,Men,Apparel,Topwear,Tshirts,Blue,Casual
57434,Women,Apparel,Topwear,Tshirts,Blue,Casual
27743,Women,Accessories,Bags,Handbags,Black,Casual
2121,Women,Apparel,Topwear,Shirts,Black,Casual
43206,Men,Accessories,Watches,Watches,Black,Casual
16838,Unisex,Accessories,Eyewear,Sunglasses,Black,Casual
26691,Men,Footwear,Shoes,Casual Shoes,Black,Casual
6581,Men,Apparel,Topwear,Tshirts,Blue,Sports
34354,Men,Apparel,Topwear,Tshirts,Blue,Casual
22231,Men,Footwear,Shoes,Formal Shoes,Black,Formal
16004,Men,Apparel,Topwear,Sweaters,Grey,Casual
7453,Men,Apparel,Topwear,Tshirts,Multi,Casual
2313,Women,Apparel,Topwear,Tshirts,White,Sports
43034,Men,Apparel,Topwear,Shirts,Blue,Casual
13744,Men,Apparel,Topwear,Shirts,Black,Formal
12696,Men,Footwear,Shoes,Sports Shoes,White,Sports
50423,Men,Footwear,Shoes,Casual Shoes,Navy Blue,Casual
28539,Men,Apparel,Topwear,Tshirts,Black,Sports
43808,Women,Accessories,Jewellery,Earrings,Purple,Ethnic
34166,Girls,Apparel,Topwear,Tops,Magenta,Casual
46546,Men,Accessories,Watches,Watches,Black,Casual
22003,Women,Accessories,Bags,Handbags,Blue,Casual
21686,Men,Accessories,Watches,Watches,Grey,Casual
5136,Women,Apparel,Topwear,Tops,Pink,Casual
20754,Women,Footwear,Shoes,Heels,Black,Casual
32291,Men,Accessories,Watches,Watches,Black,Casual
41763,Women,Apparel,Topwear,Tops,Beige,Casual
11013,Women,Apparel,Topwear,Tops,Multi,Casual
25226,Women,Accessories,Bags,Handbags,Blue,Casual
33343,Men,Footwear,Shoes,Formal Shoes,Brown,Formal
4222,Men,Apparel,Topwear,Tshirts,Brown,Casual
15675,Men,Apparel,Bottomwear,Jeans,Blue,Casual
53060,Women,Accessories,Bags,Handbags,Black,Casual
58488,Women,Footwear,Shoes,Flats,Black,Casual
37525,Boys,Apparel,Topwear,Rompers,White,Casual
45939,Men,Accessories,Watches,Watches,White,Casual
33185,Women,Apparel,Topwear,Tops,White,Casual
24132,Men,Apparel,Topwear,Tshirts,Off White,Casual
10307,Women,Footwear,Shoes,Flats,Silver,Casual
26665,Men,Footwear,Shoes,Casual Shoes,White,Casual
6575,Men,Apparel,Topwear,Tshirts,Red,Casual
47652,Women,Accessories,Scarves,Scarves,Pink,Casual
17122,Women,Accessories,Bags,Handbags,Blue,Casual
51737,Women,Accessories,Eyewear,Sunglasses,Grey,Casual
35272,Women,Apparel,Topwear,Tops,Red,Casual
48428,Men,Apparel,Topwear,Tshirts,Cream,Casual
23919,Women,Footwear,Shoes,Casual Shoes,Black,Casual
12662,Men,Apparel,Topwear,Shirts,White,Casual
42112,Men,Apparel,Topwear,Tshirts,Grey,Casual
3235,Women,Footwear,Shoes,Casual Shoes,Black,Casual
17310,Men,Accessories,Eyewear,Sunglasses,Black,Casual
34192,Men,Apparel,Topwear,Tshirts,Red,Casual
6747,Men,Footwear,Shoes,Sports Shoes,White,Sports
7695,Women,Apparel,Bottomwear,Track Pants,Red,Casual
51505,Women,Apparel,Bottomwear,Jeans,Blue,Casual
21672,Men,Accessories,Watches,Watches,Black,Casual
45337,Women,Footwear,Shoes,Heels,Black,Casual
37717,Men,Apparel,Topwear,Tshirts,Black,Casual
53252,Men,Apparel,Bottomwear,Jeans,Blue,Casual
14595,Women,Apparel,Bottomwear,Stockings,Grey,Casual
56720,Men,Footwear,Shoes,Casual Shoes,Grey,Casual
24300,Men,Footwear,Shoes,Casual Shoes,Navy Blue,Casual
10135,Women,Accessories,Watches,Watches,Silver,Casual
1562,Men,Apparel,Topwear,Tshirts,Grey,Sports
12206,Men,Apparel,Topwear,Tshirts,Yellow,Casual
3651,Men,Footwear,Shoes,Sports Shoes,Black,Sports
2783,Men,Apparel,Topwear,Tshirts,Red,Casual
35424,Men,Footwear,Shoes,Sports Shoes,White,Sports
22493,Men,Footwear,Shoes,Casual Shoes,Olive,Casual
48870,Women,Accessories,Jewellery,Pendant,Silver,Casual
44681,Women,Apparel,Dress,Dresses,White,Casual
53636,Men,Footwear,Shoes,Casual Shoes,Black,Casual
15023,Men,Apparel,Topwear,Tshirts,Black,Sports
4474,Men,Footwear,Shoes,Sports Shoes,Black,Sports
57296,Men,Apparel,Topwear,Shirts,White,Casual
32601,Women,Apparel,Topwear,Tops,Yellow,Casual
56344,Men,Accessories,Watches,Watches,Brown,Casual
11483,Men,Accessories,Watches,Watches,Black,Casual
38935,Girls,Apparel,Bottomwear,Leggings,Black,Casual
57898,Women,Apparel,Topwear,Tops,Orange,Casual
37141,Men,Apparel,Topwear,Shirts,Grey,Casual
5794,Women,Apparel,Topwear,Tops,Black,Casual
45561,Women,Apparel,Topwear,Tops,Pink,Casual
15211,Men,Apparel,Topwear,Tshirts,Navy Blue,Casual
21024,Men,Apparel,Topwear,Shirts,Blue,Formal
40013,Men,Accessories,Eyewear,Sunglasses,Black,Casual
24556,Women,Apparel,Topwear,Tshirts,Orange,Casual
10763,Men,Apparel,Topwear,Tshirts,Blue,Sports
32433,Men,Apparel,Topwear,Tshirts,White,Casual
59902,Women,Accessories,Scarves,Scarves,White,Casual
3463,Women,Footwear,Shoes,Sports Shoes,White,Sports
12034,Men,Apparel,Topwear,Shirts,Brown,Formal
54621,Men,Accessories,Watches,Watches,Black,Casual
43696,Boys,Apparel,Topwear,Tshirts,Yellow,Casual
29249,Men,Footwear,Shoes,Sports Shoes,Black,Sports
16494,Men,Apparel,Topwear,Tshirts,Black,Casual
51353,Women,Apparel,Bottomwear,Jeans,Navy Blue,Casual
12808,Men,Apparel,Topwear,Jackets,Blue,Sports
6111,Women,Apparel,Topwear,Tshirts,Pink,Casual
47236,Men,Footwear,Shoes,Casual Shoes,Brown,Casual
50281,Men,Accessories,Ties,Ties,Maroon,Formal
17546,Men,Apparel,Topwear,Shirts,Pink,Formal
48622,Women,Accessories,Jewellery,Earrings,Silver,Casual
12468,Men,Apparel,Topwear,Tshirts,White,Casual
34398,Men,Apparel,Topwear,Tshirts,Black,Casual
32853,Women,Footwear,Shoes,Heels,Green,Casual
21478,Women,Accessories,Watches,Watches,Silver,Casual
33981,Women,Apparel,Bottomwear,Stockings,Black,Casual
53058,Women,Accessories,Bags,Handbags,Red,Casual
45901,Women,Accessories,Watches,Watches,Black,Casual
4028,Unisex,Footwear,Shoes,Casual Shoes,Olive,Casual
4814,Men,Apparel,Topwear,Tshirts,Black,Sports
38767,Girls,Apparel,Bottomwear,Shorts,Pink,Casual
24338,Men,Apparel,Topwear,Tshirts,White,Casual
23921,Women,Footwear,Shoes,Casual Shoes,Grey,Casual
48410,Men,Apparel,Topwear,Tshirts,Grey,Casual
54873,Women,Accessories,Jewellery,Necklace and Chains,Blue,Casual
47458,Women,Footwear,Shoes,Heels,Black,Casual
17328,Women,Accessories,Eyewear,Sunglasses,Brown,Casual
1902,Men,Apparel,Topwear,Tshirts,Blue,Sports
10569,Women,Apparel,Topwear,Tops,White,Casual
32639,Men,Apparel,Topwear,Tshirts,Red,Sports
3669,Men,Footwear,Shoes,Casual Shoes,Black,Casual
8281,Men,Apparel,Topwear,Tshirts,Blue,Casual
48074,Men,Apparel,Topwear,Tshirts,Purple,Casual
26837,Men,Apparel,Bottomwear,Trousers,Khaki,Casual
30952,Women,Apparel,Topwear,Tops,Peach,Ethnic
48848,Women,Accessories,Jewellery,Pendant,Silver,Casual
28191,Men,Accessories,Eyewear,Sunglasses,Black,Casual
26239,Men,Apparel,Topwear,Tshirts,Black,Casual
9161,Men,Apparel,Bottomwear,Jeans,Blue,Casual
48246,Boys,Apparel,Topwear,Tshirts,White,Casual
54619,Men,Accessories,Watches,Watches,Black,Casual
18536,Men,Footwear,Shoes,Sports Shoes,White,Sports
6915,Women,Apparel,Topwear,Tshirts,White,Sports
12830,Women,Apparel,Dress,Dresses,Green,Casual
22699,Men,Footwear,Shoes,Sports Shoes,Black,Sports
15229,Men,Footwear,Shoes,Casual Shoes,Beige,Casual
59106,Men,Apparel,Topwear,Jackets,Black,Casual
56972,Women,Footwear,Shoes,Heels,Black,Casual
38131,Unisex,Accessories,Bags,Backpacks,Blue,Casual
11689,Men,Apparel,Topwear,Shirts,Green,Casual
36897,Men,Accessories,Watches,Watches,Silver,Casual
20308,Women,Apparel,Topwear,Sweaters,Black,Casual
39225,Women,Apparel,Bottomwear,Trousers,Brown,Casual
31048,Men,Apparel,Topwear,Shirts,Blue,Casual
8275,Men,Apparel,Topwear,Tshirts,Blue,Casual
19622,Women,Apparel,Topwear,Tops,Green,Casual
13318,Men,Apparel,Topwear,Shirts,Green,Casual
48080,Men,Apparel,Topwear,Tshirts,Olive,Casual
27911,Women,Apparel,Bottomwear,Trousers,Black,Formal
28165,Men,Accessories,Eyewear,Sunglasses,Gold,Casual
7833,Men,Footwear,Shoes,Casual Shoes,Brown,Casual
19410,Men,Apparel,Topwear,Tshirts,Black,Casual
8047,Men,Apparel,Topwear,Tshirts,Green,Sports
9195,Men,Apparel,Bottomwear,Jeans,Blue,Casual
46328,Men,Footwear,Shoes,Sports Shoes,Grey,Sports
16458,Men,Apparel,Topwear,Shirts,Blue,Casual
28357,Men,Accessories,Eyewear,Sunglasses,Copper,Casual
13916,Men,Footwear,Shoes,Sports Shoes,White,Sports
5758,Women,Apparel,Topwear,Tops,White,Casual
57854,Women,Footwear,Shoes,Heels,Brown,Casual
58020,Women,Accessories,Jewellery,Earrings,Gold,Casual
56986,Women,Footwear,Shoes,Heels,Black,Casual
57068,Women,Apparel,Topwear,Jackets,Blue,Casual
20906,Women,Footwear,Shoes,Heels,Red,Casual
39017,Women,Accessories,Watches,Watches,White,Casual
2119,Women,Apparel,Topwear,Shirts,Pink,Casual
49704,Men,Accessories,Ties,Ties,Blue,Casual
16800,Men,Apparel,Bottomwear,Trousers,Black,Casual
19848,Men,Apparel,Topwear,Shirts,Green,Casual
22209,Men,Apparel,Topwear,Tshirts,Green,Casual
33975,Women,Apparel,Topwear,Tops,Brown,Casual
58444,Women,Accessories,Watches,Watches,White,Casual
33149,Girls,Apparel,Bottomwear,Leggings,Pink,Casual
53890,Women,Accessories,Bags,Handbags,Purple,Casual
11817,Men,Footwear,Shoes,Casual Shoes,White,Casual
14559,Men,Footwear,Shoes,Casual Shoes,Brown,Casual
44229,Men,Footwear,Shoes,Sports Shoes,White,Sports
39641,Men,Footwear,Shoes,Casual Shoes,White,Casual
40689,Men,Footwear,Shoes,Formal Shoes,Brown,Formal
38793,Men,Apparel,Topwear,Tshirts,Black,Casual
5932,Men,Footwear,Shoes,Casual Shoes,White,Casual
22807,Men,Apparel,Topwear,Tshirts,Blue,Casual
49536,Women,Accessories,Bags,Clutches,Maroon,Casual
8611,Men,Apparel,Topwear,Tshirts,White,Casual
19246,Men,Apparel,Topwear,Jackets,Blue,Casual
43830,Women,Accessories,Jewellery,Earrings,Gold,Ethnic
28501,Men,Apparel,Bottomwear,Track Pants,Navy Blue,Sports
37146,Men,Apparel,Topwear,Shirts,White,Casual
5793,Men,Apparel,Topwear,Tshirts,Green,Casual
38932,Girls,Apparel,Bottomwear,Leggings,Pink,Casual
21023,Men,Apparel,Topwear,Shirts,White,Casual
15216,Women,Accessories,Bags,Handbags,Grey,Casual
4641,Men,Footwear,Shoes,Sports Shoes,White,Sports
10764,Men,Apparel,Topwear,Tshirts,Black,Casual
59905,Women,Accessories,Scarves,Scarves,Pink,Casual
32434,Men,Apparel,Topwear,Tshirts,Navy Blue,Sports
12033,Men,Apparel,Topwear,Shirts,Blue,Formal
43691,Girls,Apparel,Topwear,Tops,Yellow,Casual
54626,Men,Accessories,Watches,Watches,Black,Casual
18509,Men,Apparel,Topwear,Jackets,Black,Casual
16493,Men,Apparel,Topwear,Tshirts,Green,Casual
51354,Women,Apparel,Bottomwear,Jeans,Blue,Casual
23774,Women,Accessories,Eyewear,Sunglasses,White,Casual
9962,Men,Apparel,Topwear,Tshirts,Red,Sports
50286,Men,Accessories,Ties,Ties,Black,Formal
17541,Men,Apparel,Topwear,Shirts,Green,Formal
6116,Men,Apparel,Topwear,Tshirts,Purple,Casual
3656,Men,Footwear,Shoes,Sports Shoes,Black,Sports
29840,Men,Apparel,Topwear,Shirts,Grey,Casual
28992,Men,Apparel,Topwear,Tshirts,Navy Blue,Casual
2784,Men,Apparel,Topwear,Tshirts,Blue,Casual
22494,Men,Footwear,Shoes,Sports Shoes,White,Sports
35423,Women,Footwear,Shoes,Sports Shoes,Blue,Sports
26808,Men,Apparel,Bottomwear,Trousers,Grey,Formal
48877,Women,Accessories,Jewellery,Pendant,Silver,Casual
44686,Women,Apparel,Bottomwear,Leggings,Magenta,Casual
4473,Men,Footwear,Shoes,Sports Shoes,Silver,Sports
57291,Men,Apparel,Topwear,Shirts,Blue,Casual
56343,Men,Accessories,Watches,Watches,Black,Casual
11484,Men,Accessories,Watches,Watches,Black,Casual
27582,Men,Apparel,Topwear,Tshirts,Blue,Casual
54070,Men,Footwear,Shoes,Sports Shoes,White,Sports
9708,Men,Apparel,Topwear,Shirts,White,Casual
3232,Men,Footwear,Shoes,Sports Shoes,Black,Sports
42115,Men,Apparel,Bottomwear,Shorts,Black,Casual
12665,Men,Apparel,Topwear,Shirts,Blue,Casual
26450,Women,Footwear,Shoes,Sports Shoes,Black,Sports
34195,Men,Apparel,Topwear,Tshirts,Grey,Casual
6740,Women,Footwear,Shoes,Sports Shoes,Grey,Sports
17317,Men,Accessories,Eyewear,Sunglasses,Brown,Casual
51502,Women,Apparel,Bottomwear,Jeans,Blue,Casual
42929,Women,Accessories,Bags,Clutches,Gold,Casual
29418,Men,Accessories,Watches,Watches,Black,Casual
7692,Women,Apparel,Topwear,Tshirts,Red,Casual
45330,Women,Footwear,Shoes,Heels,Red,Casual
4017,Men,Footwear,Shoes,Casual Shoes,Black,Casual
21675,Men,Accessories,Watches,Watches,Black,Casual
37710,Men,Apparel,Topwear,Tshirts,Blue,Casual
41790,Women,Apparel,Topwear,Tops,Magenta,Casual
1565,Unisex,Accessories,Bags,Backpacks,Green,Travel
38758,Unisex,Accessories,Bags,Backpacks,Blue,Casual
24307,Men,Apparel,Topwear,Sweatshirts,Grey,Casual
15672,Men,Apparel,Bottomwear,Jeans,Blue,Casual
4225,Men,Apparel,Topwear,Tshirts,Purple,Casual
37522,Boys,Apparel,Bottomwear,Shorts,White,Casual
24909,Boys,Apparel,Topwear,Tshirts,Red,Casual
53067,Women,Accessories,Bags,Handbags,Brown,Casual
24135,Men,Apparel,Topwear,Jackets,Black,Casual
1757,Men,Apparel,Topwear,Tshirts,Black,Sports
33182,Women,Apparel,Topwear,Tops,Blue,Casual
17919,Women,Apparel,Topwear,Tshirts,Orange,Casual
30707,Women,Accessories,Bags,Clutches,Beige,Casual
26662,Men,Footwear,Shoes,Casual Shoes,Black,Casual
17125,Women,Accessories,Bags,Handbags,Black,Casual
47655,Women,Apparel,Dress,Dresses,Grey,Casual
6572,Men,Apparel,Topwear,Tshirts,Black,Sports
51730,Women,Accessories,Eyewear,Sunglasses,Purple,Casual
54084,Women,Apparel,Topwear,Tops,Blue,Casual
13743,Men,Apparel,Topwear,Shirts,Black,Casual
43033,Men,Apparel,Topwear,Shirts,Blue,Formal
2314,Men,Apparel,Topwear,Tshirts,Black,Sports
22838,Men,Footwear,Shoes,Casual Shoes,Khaki,Casual
49509,Men,Footwear,Shoes,Casual Shoes,Grey,Casual
19279,Women,Accessories,Watches,Watches,Gold,Casual
12691,Men,Footwear,Shoes,Sports Shoes,Grey,Sports
34161,Girls,Apparel,Topwear,Tops,Black,Casual
16231,Men,Apparel,Topwear,Sweatshirts,Black,Casual
22004,Women,Accessories,Bags,Handbags,Black,Casual
7666,Men,Apparel,Topwear,Tshirts,Blue,Sports
46541,Men,Accessories,Watches,Watches,Silver,Casual
11828,Men,Footwear,Shoes,Casual Shoes,Red,Casual
21681,Men,Accessories,Watches,Watches,Black,Casual
